#gene ID	dictybase ID										
#genename	gene name										
#synonyms	dictybase synonyms										
#annotation	gene annotation										
#go_terms	"GO terms associated with gene. Biological process, Molecular Function and #Cellular Component ontologies are separated by || and each term within the ontology is #separated by comma."										
#domains	Protein domain identified in gene. Separated by comma.										
#polyA	Indicate if gene has polyA tail										
#est_count	Number of ESTs mapping to gene										
#published_mutants	Published mutants of gene. Each strain is separated by ||. The phenotype #for each strain is separated by comma.										
#cell_type	gene enrichment in cell type. Defined using Maeda et al.										
#enrichment_pattern	The clone ID and cell type enrichment pattern reported by Maeda et al.										
#percent_mapability	The percent of mapable transcript nucleotides 										
#											
gene ID	genename	synonyms	annotation	go_terms	domains	polyA	est_count	published_mutants	cell_type	enrichment_pattern	percent_mapability
DDB_G0285221	med31		putative mediator complex subunit 31	"P: transcription from RNA polymerase II promoter, regulation of transcription || F: RNA polymerase II transcription factor activity, RNA polymerase II transcription mediator activity || C: mediator complex"	SOH1	Y	1				0.994361
DDB_G0285223	anapc4	APC4	anaphase promoting complex subunit 4	P: biological_process || F: molecular_function || C: cellular_component		Y					0.936779
DDB_G0285225	DDB_G0285225					Y	2				1
DDB_G0285227	DDB_G0285227					Y					1
DDB_G0285229	DDB_G0285229					Y					0.972263
DDB_G0285231	DDB_G0285231					Y	2				0.297753
DDB_G0285233	DDB_G0285233		cwfJ family protein	P: biological_process || F: molecular_function || C: cellular_component	CwfJ_C_1	Y	2				0.93981
DDB_G0285235	DDB_G0285235					Y					1
DDB_G0285237	DDB_G0285237					Y					1
DDB_G0285239	ndufs7		"NADH-ubiquinone oxidoreductase 20 kDa subunit, NADH dehydrogenase (ubiquinone) Fe-S protein 7"	"P: mitochondrial electron transport, NADH to ubiquinone || F: NADH dehydrogenase (ubiquinone) activity || C: mitochondrion"	Oxidored_q6	Y	5				1
DDB_G0285243	DDB_G0285243		putative splicing endonuclease	P: biological_process || F: molecular_function || C: cellular_component		Y	4				0.979391
DDB_G0285245	DDB_G0285245		unknown	P: biological_process || F: molecular_function || C: cellular_component		Y	5				0.997639
DDB_G0285249	DDB_G0285249					Y					0.98151
DDB_G0285251	rsc43				DUF689	Y	14				1
DDB_G0285253	scrA	"SCAR, WAVE"	SCAR1	"P: cytokinesis, exocytosis, pinocytosis, phagocytosis, regulation of actin polymerization or depolymerization, regulation of actin polymerization or depolymerization, cell growth, positive regulation of actin filament polymerization, pseudopodium assembly, sorocarp morphogenesis, cell-substrate adhesion, chemotaxis to cAMP, filopodium assembly || F: actin monomer binding, protein binding || C: ruffle, soluble fraction, insoluble fraction, cytosol, cell cortex, actin cytoskeleton, pseudopodium, SCAR complex, cell leading edge, cell leading edge"	WH2	Y	5	"[unk]:scrA(97-443):GFP: aberrant cytokinesis, aberrant cytoskeleton organisation, decreased chemotaxis to cAMP, increased cell size || scrA-: decreased basal F-actin level, decreased cell size, decreased fruiting body size, increased lateral pseudopod formation, multiple tips, precocious development || scrA-: decreased cell motility, decreased cell size || scrA-: aberrant cytokinesis, decreased growth rate || scrA-: increased filopodium formation || scrA-/[unk]:scrA(97-443):GFP: aberrant cytokinesis, aberrant cytoskeleton organisation, decreased chemotaxis to cAMP, increased cell size || scrA-/[unk]:scrA:GFP: wild type"			1
DDB_G0285255	DDB_G0285255					Y	2				0.997371
DDB_G0285257	fpgt		fucose-1-phosphate guanylyltransferase	"P: fucose metabolic process || F: transferase activity, nucleotidyltransferase activity, fucose-1-phosphate guanylyltransferase activity || C: "	Fucokinase	Y	2				0.985146
DDB_G0285259	DDB_G0285259			P:  || F: lyase activity || C: 		Y	3				0.991719
DDB_G0285261	DDB_G0285261		regulator of chromosome condensation (RCC1) domain-containing protein			Y		"V30171: aberrant cAMP wave formation, aberrant streaming, aberrant vegetative growth, wild type"			1
DDB_G0285263	spyA	spindly	"glycosyltransferase, TPR repeat-containing protein, UDP-N-acetylglucosamine:peptide N-acetylglucosaminyltransferase, O-linked GlcNAc transferase"	"P: protein amino acid O-linked glycosylation || F: protein serine/threonine kinase activity, binding, acetylglucosaminyltransferase activity, kinase activity, transferase activity || C: membrane"	"TPR_1, TPR_1, TPR_1, TPR_1, TPR_1, TPR_1, TPR_1"	Y	2				0.991525
DDB_G0285265	DDB_G0285265	CBP14	"calcium-binding protein, calcium-binding EF-hand domain-containing protein"	P: biological_process || F: calcium ion binding || C: cellular_component	"efhand, efhand, efhand"	Y	3				0.971496
DDB_G0285267	sdh		saccharopine dehydrogenase	"P:  || F: saccharopine dehydrogenase (NAD+, L-lysine-forming) activity || C: "	Saccharop_dh	Y	103				1
DDB_G0285269	DDB_G0285269		"CAF1 family protein, putative CCR4-NOT complex subunit"	P:  || F:  || C: nucleus	CAF1	Y	6				0.994629
DDB_G0285271	DDB_G0285271					Y					0.891493
DDB_G0285273	DDB_G0285273		AhpC/TSA family protein	"P: biological_process || F: antioxidant activity, oxidoreductase activity || C: cellular_component"	AhpC-TSA	Y					0.989474
DDB_G0285275	DDB_G0285275				NuA4	Y					0.991587
DDB_G0285277	rpl17		S60 ribosomal protein L17	"P: translation || F: structural constituent of ribosome || C: intracellular, ribosome, large ribosomal subunit, ribonucleoprotein complex"	Ribosomal_L22	Y	35				1
DDB_G0285279	DDB_G0285279					Y					1
DDB_G0285281	DDB_G0285281					Y					1
DDB_G0285283	DDB_G0285283				"Dicty_CTDC, Dicty_CTDC, Dicty_CTDC"	Y	15				1
DDB_G0285285	DDB_G0285285					Y	4				0.938066
DDB_G0285287	DDB_G0285287		"putative DNA repair protein, putative Rad51D protein"	"P: DNA metabolic process, DNA repair || F: DNA binding, ATP binding, DNA-dependent ATPase activity || C: nucleus"		Y					0.997186
DDB_G0285289	DDB_G0285289					Y					0.984706
DDB_G0285291	DDB_G0285291					Y	4				0.860484
DDB_G0285293	spt4		transcription initiation factor Spt4	"P: positive regulation of transcription || F: negative transcription elongation factor activity, positive transcription elongation factor activity, zinc ion binding || C: nucleus"	Spt4	Y	5				1
DDB_G0285295	vps28		vacuolar protein sorting 28 family protein	P: protein targeting || F: molecular_function || C: ESCRT I complex	VPS28	Y	5				0.920507
DDB_G0285297	DDB_G0285297					Y					0.892154
DDB_G0285299	DDB_G0285299		xanthine/uracil permease family protein	P: transport || F: transporter activity || C: membrane		Y					0.963325
DDB_G0285301	DDB_G0285301					Y					0.954023
DDB_G0285303	gxcR	RacGEF	"pleckstrin homology (PH) domain-containing protein, RhoGEF domain-containing protein"	P: regulation of Rho protein signal transduction || F: Rho guanyl-nucleotide exchange factor activity || C: intracellular	"PH, RhoGEF"	Y					0.988513
DDB_G0285305	DDB_G0285305		Pol.	"P: RNA-dependent DNA replication || F: RNA binding, RNA-directed DNA polymerase activity || C: "	RVT_1	Y					0.00234962
DDB_G0285307	DDB_G0285307		5'-B-MODULE (Fragment).			Y					0.00094162
DDB_G0285309	DDB_G0285309					Y	1				0.977552
DDB_G0285311	gpmA	PGAM	phosphoglycerate mutase	"P: gluconeogenesis, glycolysis || F: phosphoglycerate mutase activity || C: cytosol, phagocytic vesicle"	PGAM	Y	5				1
DDB_G0285313	DDB_G0285313					Y					0.979854
DDB_G0285315	DDB_G0285315		Pol.			Y					0.0176082
DDB_G0285317	DDB_G0285317		Multifunctional protein (Fragment).	"P: RNA-dependent DNA replication || F: RNA binding, RNA-directed DNA polymerase activity || C: "	RVT_1	Y					0.00244499
DDB_G0285319	H1	"DDIHIH1, hstA"	"histone H1, calmodulin-binding protein, transcriptional repressor"	"P: nucleosome assembly, chromosome organization || F: DNA binding, calmodulin binding || C: nucleosome, nucleus"	Linker_histone	Y	52				1
DDB_G0285321	splB	"pyk2, DPYK2"	"protein kinase, TKL group, tyrosine kinase-like protein"	"P: protein amino acid phosphorylation || F: nucleotide binding, protein tyrosine kinase activity, ATP binding, kinase activity, transferase activity || C: cellular_component, membrane, integral to membrane"	Pkinase_Tyr	Y	4				0.9435
DDB_G0285323	atg9	APG9	autophagy protein 9	P: macroautophagy || F:  || C: 	APG9	Y	13				0.996668
DDB_G0285325	DDB_G0285325		Pol.	"P: RNA-dependent DNA replication, sorocarp development || F: RNA binding, RNA-directed DNA polymerase activity || C: "	RVT_1	Y					0.0286592
DDB_G0285327	DDB_G0285327					Y					1
DDB_G0285329	DDB_G0285329		nucleotide binding protein 1-like protein		ParA	Y	9				0.997997
DDB_G0285331	DDB_G0285331					Y	2				0.907733
DDB_G0285333	DDB_G0285333			"P:  || F: protein binding, zinc ion binding, metal ion binding || C: "	zf-C3HC4	Y					0.96222
DDB_G0285335	DDB_G0285335			"P: tRNA splicing, via endonucleolytic cleavage and ligation || F: tRNA-intron endonuclease activity || C: tRNA-intron endonuclease complex"		Y					0.924774
DDB_G0285337	DDB_G0285337			P: cell wall macromolecule catabolic process || F:  || C: 	LysM	Y					0.993733
DDB_G0285339	mipp1		multiple inositol polyphosphate phosphatase	"P: glucose catabolic process || F: bisphosphoglycerate phosphatase activity, bisphosphoglycerate 3-phosphatase activity || C: cytosol"	Acid_phosphat_A	Y					0.970141
DDB_G0285341	DDB_G0285341			"P:  || F: nucleic acid binding, zinc ion binding || C: intracellular"		Y	10				0.943849
DDB_G0285343	gtf2a2	"TFIIA, TFIIA2, T2AG"	"transcription initiation factor IIA gamma chain, transcription factor IIA, small chain"	"P: transcription initiation from RNA polymerase II promoter || F: RNA polymerase II transcription factor activity, translation initiation factor activity, general RNA polymerase II transcription factor activity || C: transcription factor TFIIA complex"	"TFIIA_gamma_N, TFIIA_gamma_C"	Y	5				1
DDB_G0285345	DDB_G0285345		unknown	P: biological_process || F: molecular_function || C: cellular_component		Y	20				1
DDB_G0285347	DDB_G0285347					Y					1
DDB_G0285349	anapc1	APC1	anaphase promoting complex subunit 1	"P: protein ubiquitination, anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process, regulation of cell cycle || F:  || C: nucleus, anaphase-promoting complex"	"PC_rep, PC_rep, PC_rep, PC_rep, PC_rep"	Y					0.939803
DDB_G0285351	DDB_G0285351			P:  || F: hydrolase activity || C: 	Metallophos	Y	5				0.994876
DDB_G0285353	hus1		checkpoint clamp complex protein	"P: DNA replication checkpoint, DNA damage checkpoint || F: molecular_function || C: checkpoint clamp complex"	Hus1	Y	2				1
DDB_G0285355	DDB_G0285355					Y					0.920608
DDB_G0285357	DDB_G0285357		FKBP-type peptidylprolyl cis-trans isomerase (PPIase)	"P: protein folding || F: molecular_function, peptidyl-prolyl cis-trans isomerase activity, isomerase activity || C: centrosome"	FKBP_C	Y	39				0.987226
DDB_G0285359	DDB_G0285359					Y	7				1
DDB_G0285361	DDB_G0285361		"RNA-binding region RNP-1 domain-containing protein, RNA recognition motif-containing protein RRM"	"P: biological_process || F: nucleotide binding, nucleic acid binding || C: centrosome"	RRM_1	Y	8				0.996954
DDB_G0285363	DDB_G0285363			P:  || F: nucleic acid binding || C: 		Y					1
DDB_G0285365	DDB_G0285365					Y					1
DDB_G0285367	DDB_G0285367					Y					0.940397
DDB_G0285369	DDB_G0285369					Y					1
DDB_G0285371	gnl1		guanine nucleotide binding protein 1	P: biological_process || F: GTP binding || C: intracellular	MMR_HSR1	Y	1				0.970889
DDB_G0285373	mybL		putative myb transcription factor	"P: mRNA processing, cell cycle, biological_process, RNA splicing || F: DNA binding || C: nucleus, spliceosome"	"Myb_DNA-binding, Myb_DNA-binding, Myb_DNA-binding, Myb_DNA-binding"	Y					0.946283
DDB_G0285375	atg18		"autophagy protein 18, WD repeat domain phosphoinositide-interacting family protein"	P: autophagy || F: phosphoinositide binding || C: cytosol	WD40	Y	4				0.996429
DDB_G0285377	DDB_G0285377		Q9Y3B2 3'-5' exoribonuclease CSL4 homolog (EC 3.1.13.-) (Exosome component 1) (CGI-108).		EXOSC1	Y					1
DDB_G0285379	DDB_G0285379					Y					1
DDB_G0285381	polD1	"pol3, polD"	"DNA polymerase delta catalytic subunit, DNA polymerase delta subunit 1, DNA polymerase subunit delta p125"	"P: DNA-dependent DNA replication, DNA repair || F: nucleotide binding, DNA binding, DNA-directed DNA polymerase activity, 3'-5' exonuclease activity || C: delta DNA polymerase complex"	"DNA_pol_B, DNA_pol_B_exo"	Y	111				0.998492
DDB_G0285383	DDB_G0285383					Y					1
DDB_G0285385	DDB_G0285385					Y					0.940854
DDB_G0285387	DDB_G0285387					Y					1
DDB_G0285389	DDB_G0285389		prefoldin alpha subunit family protein	"P: protein folding || F: protein binding, unfolded protein binding || C: cytoplasm, prefoldin complex"	Prefoldin	Y					0.997947
DDB_G0285391	xacC	"RacGEF, RacGAP"	"RhoGEF domain-containing protein, RhoGAP domain-containing protein, PH domain-containing protein"	"P: signal transduction, regulation of Rac protein signal transduction, regulation of Rho protein signal transduction || F: Rho guanyl-nucleotide exchange factor activity, Rac GTPase activator activity || C: intracellular"	"PH, PH, RhoGAP, RhoGEF"	Y	11				0.996131
DDB_G0285393	ints1	INT1	integrator complex subunit 1			Y					0.946097
DDB_G0285395	snrpD2		"LSM (like-Sm) domain-containing protein, putative small nuclear ribonucleoprotein D2"	P: mRNA metabolic process || F:  || C: ribonucleoprotein complex	LSM	Y	1				1
DDB_G0285397	DDB_G0285397					Y					0.984006
DDB_G0285399	cyb5r1		NADH-cytochrome b5 reductase	"P:  || F: cytochrome-b5 reductase activity, oxidoreductase activity, FAD binding, NAD or NADH binding || C: "	"NAD_binding_1, FAD_binding_6"	Y	15				1
DDB_G0285401	DDB_G0285401					Y					0.955499
DDB_G0285403	DDB_G0285403		"RNA-binding region RNP-1 domain-containing protein, RNA recognition motif-containing protein RRM"	"P: biological_process || F: nucleotide binding, nucleic acid binding || C: cellular_component"	"RRM_1, RRM_1"	Y	2				0.959794
DDB_G0285405	DDB_G0285405					Y					0.899026
DDB_G0285407	DDB_G0285407					Y					0.968944
DDB_G0285409	DDB_G0285409					Y	2				1
DDB_G0285411	DDB_G0285411		"ankyrin repeat-containing protein, cyclin-like F-box containing protein"	"P: biological_process || F: molecular_function, nucleic acid binding, zinc ion binding || C: cellular_component, intracellular"	"Ank, Ank, Ank, Ank, Ank, F-box"	Y					0.974525
DDB_G0285413	DDB_G0285413			"P:  || F: nucleic acid binding, zinc ion binding, metal ion binding || C: intracellular, nucleus"		Y	1				0.982737
DDB_G0285415	nup85		nucleoporin 85	P: biological_process || F: molecular_function || C: cellular_component	Nucleopor_Nup85	Y	10				0.988407
DDB_G0285417	cdk7	"cdc2, cdcC, Mo15, CAK"	"p34-cdc2 protein, protein serine/threonine kinase, CDK family protein kinase, cyclin-dependent kinase, CTD kinase, protein kinase, CMGC group"	"P: protein amino acid phosphorylation || F: nucleotide binding, protein kinase activity, protein serine/threonine kinase activity, ATP binding, kinase activity, transferase activity || C: "	Pkinase	Y	15				0.972325
DDB_G0285419	cryS	CP	crystal protein	"P:  || F: carboxylesterase activity, hydrolase activity || C: "	COesterase	Y	123				1
DDB_G0285421	DG1022		unknown	P: biological_process || F: molecular_function || C: integral to membrane		Y					0.977383
DDB_G0285423	DG2044		unknown	"P:  || F:  || C: integral to plasma membrane, integral to membrane"		Y		DG2044-: development arrests at loose aggregate stage			1
DDB_G0285425	gpaD	"Ga4, Galpha4, gpa4"	G-protein subunit alpha 4	"P: chemotaxis, signal transduction, G-protein coupled receptor protein signaling pathway, sporulation resulting in formation of a cellular spore, aggregation involved in sorocarp development, chemotaxis to folate || F: signal transducer activity, GTP binding, guanyl nucleotide binding || C: plasma membrane, phagocytic vesicle"	G-alpha	Y	16	"[OE]:gpaD: aberrant fruiting body morphology, decreased sporulation || gpaD-: aberrant fruiting body morphology, abolished SDF production, decreased accumulation of cGMP, decreased chemotaxis to folate, decreased gene expression, decreased sporulation || gpaD-/[act15]:gpaD: wild type"			0.99615
DDB_G0285427	mkcA	DG1023	"protein serine/threonine kinase, STE20 family protein kinase, protein kinase, STE group, MKC subfamily protein kinase"	"P: protein amino acid phosphorylation, regulation of cell differentiation || F: nucleotide binding, protein serine/threonine kinase activity, ATP binding, kinase activity, transferase activity || C: "	Pkinase	Y	5	mkcA-: decreased gene expression			0.982585
DDB_G0285429	purA	ADSS	adenylosuccinate synthetase	"P: purine nucleotide biosynthetic process, pyruvate family amino acid metabolic process, adenosine biosynthetic process || F: nucleotide binding, magnesium ion binding, adenylosuccinate synthase activity, GTP binding, ligase activity, metal ion binding || C: cytosol, phagocytic vesicle"	Adenylsucc_synt	Y	4				1
DDB_G0285431	dia1	DIA-1	unknown	P: multicellular organismal development || F:  || C: 		Y		"[AS]dia1: decreased gene expression, precocious aggregation || [act6]:dia1: delayed aggregation"			1
DDB_G0285433	phlp2		phosducin-like protein	P: cell proliferation || F: molecular_function || C: cellular_component	Phosducin	Y	1	[unsuccessful]phlp2-: inviable			0.981969
DDB_G0285435	DDB_G0285435			"P:  || F: RNA binding, ribonuclease activity || C: "	RNB	Y	30				0.912373
DDB_G0285437	DDB_G0285437				TatD_DNase	Y					1
DDB_G0285439	DDB_G0285439				KLRAQ	Y					0.733691
DDB_G0285441	DDB_G0285441					Y					0.0645161
DDB_G0285443	DDB_G0285443					Y					0.527273
DDB_G0285445	DDB_G0285445		"WD40 repeat-containing protein, cyclin-like F-box containing protein, START domain-containing protein"	P: biological_process || F: molecular_function || C: cellular_component	"WD40, WD40, F-box"	Y					0.863482
